,0
1635,0
1636,3
1637,9
1638,9
1639,6
1640,3
1641,7
1642,4
1643,3
1644,4
1645,1
1646,7
1647,2
1648,5
1649,6
1650,9
1651,6
1652,6
1653,5
1654,9
1655,4
1656,1
1657,8
1658,2
1659,3
1660,6
1661,0
1662,7
1663,7
1664,7
1665,3
1666,5
1667,0
1668,1
1669,4
1670,6
1671,0
1672,6
1673,8
1674,5
1675,5
1676,1
1677,9
1678,2
1679,5
1680,3
1681,3
1682,3
1683,7
1684,1
1685,0
1686,2
1687,2
1688,3
1689,2
1690,9
1691,3
1692,1
1693,8
1694,0
1695,5
1696,3
1697,8
1698,5
1699,0
1700,1
1701,7
1702,8
1703,1
1704,0
1705,1
1706,2
1707,6
1708,8
1709,2
1710,7
1711,4
1712,7
1713,7
1714,0
1715,5
1716,9
1717,9
1718,6
1719,1
1720,6
1721,7
1722,7
1723,3
1724,5
1725,3
1726,9
1727,0
1728,8
1729,2
1730,9
1731,4
1732,9
1733,2
1734,6
1735,1
1736,7
1737,4
1738,9
1739,0
1740,9
1741,7
1742,1
1743,9
1744,2
1745,7
1746,4
1747,6
1748,3
1749,3
1750,9
1751,7
1752,8
1753,1
1754,1
1755,0
1756,2
1757,9
1758,2
1759,5
1760,5
1761,5
1762,6
1763,5
1764,0
1765,9
1766,5
1767,5
1768,0
1769,0
1770,1
1771,7
1772,0
1773,1
1774,6
1775,7
1776,6
1777,2
1778,2
1779,9
1780,0
1781,0
1782,5
1783,3
1784,4
1785,6
1786,4
1787,2
1788,0
1789,7
1790,1
1791,2
1792,6
1793,2
1794,2
1795,6
1796,7
1797,5
1798,0
1799,2
1800,8
1801,4
1802,0
1803,8
1804,2
1805,6
1806,5
1807,9
1808,7
1809,8
1810,9
1811,5
1812,3
1813,9
1814,1
1815,1
1816,3
1817,5
1818,9
1819,4
1820,2
1821,5
1822,0
1823,1
1824,4
1825,0
1826,3
1827,6
1828,6
1829,0
1830,7
1831,8
1832,9
1833,7
1834,5
1835,3
1836,8
1837,7
1838,9
1839,1
1840,1
1841,6
1842,3
1843,3
1844,4
1845,0
1846,1
1847,1
1848,7
1849,8
1850,5
1851,7
1852,6
1853,5
1854,5
1855,9
1856,8
1857,0
1858,5
1859,1
1860,5
1861,6
1862,0
1863,4
1864,8
1865,2
1866,6
1867,7
1868,9
1869,5
1870,9
1871,6
1872,9
1873,7
1874,1
1875,8
1876,8
1877,4
1878,7
1879,2
1880,3
1881,7
1882,9
1883,0
1884,0
1885,1
1886,9
1887,5
1888,3
1889,8
1890,9
1891,8
1892,4
1893,5
1894,7
1895,8
1896,5
1897,5
1898,6
1899,0
1900,6
1901,8
1902,4
1903,2
1904,2
1905,8
1906,8
1907,8
1908,7
1909,7
1910,3
1911,7
1912,2
1913,7
1914,1
1915,4
1916,6
1917,8
1918,4
1919,9
1920,5
1921,3
1922,1
1923,8
1924,6
1925,4
1926,5
1927,1
1928,6
1929,6
1930,4
1931,3
1932,3
1933,0
1934,8
1935,0
1936,3
1937,1
1938,6
1939,2
1940,6
1941,1
1942,6
1943,7
1944,6
1945,0
1946,6
1947,4
1948,8
1949,4
1950,6
1951,7
1952,4
1953,8
1954,8
1955,7
1956,4
1957,3
1958,1
1959,0
1960,8
1961,4
1962,0
1963,1
1964,8
1965,9
1966,6
1967,0
1968,6
1969,9
1970,9
1971,1
1972,9
1973,4
1974,2
1975,0
1976,9
1977,9
1978,1
1979,2
1980,4
1981,6
1982,3
1983,8
1984,1
1985,7
1986,5
1987,7
1988,2
1989,5
1990,8
1991,0
1992,0
1993,6
1994,3
1995,9
1996,3
1997,5
1998,4
1999,0
2000,3
2001,4
2002,3
2003,6
2004,7
2005,0
2006,0
2007,5
2008,8
2009,4
2010,6
2011,2
2012,2
2013,2
2014,8
2015,4
2016,6
2017,1
2018,6
2019,4
2020,4
2021,6
2022,6
2023,4
2024,0
2025,0
2026,4
2027,6
2028,4
2029,9
2030,9
2031,3
2032,5
2033,3
2034,1
2035,2
2036,1
2037,5
2038,1
2039,8
2040,4
2041,5
2042,3
2043,1
2044,9
2045,8
2046,2
2047,0
2048,2
2049,9
2050,2
2051,8
2052,3
2053,7
2054,6
2055,9
2056,6
2057,1
2058,3
2059,0
2060,1
2061,3
2062,7
2063,7
2064,9
2065,6
2066,0
2067,4
2068,5
2069,5
2070,6
2071,8
2072,3
2073,8
2074,3
2075,5
2076,7
2077,6
2078,3
2079,7
2080,7
2081,3
2082,4
2083,8
2084,1
2085,2
2086,8
2087,8
2088,8
2089,1
2090,5
2091,6
2092,5
2093,2
2094,5
2095,5
2096,1
2097,6
2098,6
2099,1
2100,4
2101,3
2102,0
2103,0
2104,3
2105,4
2106,2
2107,9
2108,0
2109,3
2110,2
2111,9
2112,3
2113,0
2114,6
2115,3
2116,2
2117,9
2118,6
2119,1
2120,8
2121,5
2122,7
2123,0
2124,1
2125,4
2126,1
2127,8
2128,8
2129,2
2130,9
2131,8
2132,0
2133,1
2134,4
2135,8
2136,7
2137,6
2138,3
2139,8
2140,4
2141,5
2142,0
2143,6
2144,5
2145,0
2146,5
2147,9
2148,0
2149,7
2150,4
2151,8
2152,8
2153,5
2154,9
2155,7
2156,9
2157,9
2158,1
2159,1
2160,1
2161,2
2162,0
2163,7
2164,5
2165,0
2166,2
2167,0
2168,8
2169,7
2170,1
2171,9
2172,8
2173,5
2174,2
2175,6
2176,1
2177,6
2178,9
2179,2
2180,3
2181,9
2182,8
2183,8
2184,9
2185,0
2186,2
2187,9
2188,4
2189,8
2190,5
2191,1
2192,0
2193,9
2194,0
2195,1
2196,7
2197,9
2198,4
2199,0
2200,1
2201,3
2202,9
2203,8
2204,7
2205,4
2206,5
2207,0
2208,1
2209,5
2210,8
2211,8
2212,1
2213,6
2214,9
2215,7
2216,0
2217,1
2218,7
2219,5
2220,5
2221,4
2222,6
2223,1
2224,8
2225,4
2226,9
2227,3
2228,9
2229,6
2230,9
2231,0
2232,0
2233,1
2234,9
2235,9
2236,3
2237,3
2238,2
2239,1
2240,1
2241,2
2242,9
2243,3
2244,1
2245,8
2246,5
2247,2
2248,3
2249,2
2250,5
2251,4
2252,8
2253,0
2254,5
2255,3
2256,8
2257,9
2258,3
2259,5
2260,8
2261,5
2262,6
2263,6
2264,0
2265,8
2266,9
2267,8
2268,0
2269,4
2270,1
2271,0
2272,1
2273,3
2274,1
2275,8
2276,6
2277,3
2278,1
2279,8
2280,0
2281,3
2282,8
2283,6
2284,9
2285,3
2286,1
2287,6
2288,1
2289,1
2290,6
2291,4
2292,3
2293,8
2294,6
2295,9
2296,4
2297,2
2298,8
2299,6
2300,7
2301,2
2302,7
2303,7
2304,6
2305,8
2306,3
2307,2
2308,0
2309,2
2310,0
2311,7
2312,5
2313,0
2314,9
2315,9
2316,6
2317,4
2318,5
2319,6
2320,1
2321,2
2322,0
2323,3
2324,9
2325,7
2326,6
2327,0
2328,3
2329,4
2330,1
2331,7
2332,7
2333,7
2334,1
2335,0
2336,0
2337,6
2338,0
2339,4
2340,5
2341,9
2342,7
2343,8
2344,2
2345,5
2346,1
2347,8
2348,8
2349,3
2350,8
2351,8
2352,9
2353,1
2354,2
2355,6
2356,6
2357,6
2358,9
2359,5
2360,3
2361,8
2362,6
2363,1
2364,3
2365,8
2366,6
2367,4
2368,3
2369,4
2370,9
2371,6
2372,0
2373,1
2374,0
2375,9
2376,2
2377,2
2378,1
2379,7
2380,5
2381,4
2382,1
2383,6
2384,0
2385,3
2386,8
2387,9
2388,9
2389,7
2390,8
2391,2
2392,5
2393,8
2394,5
2395,5
2396,2
2397,1
2398,8
2399,4
2400,1
2401,6
2402,9
2403,3
2404,9
2405,9
2406,1
2407,8
2408,7
2409,4
2410,1
2411,2
2412,2
2413,5
2414,6
2415,5
2416,8
2417,7
2418,3
2419,6
2420,1
2421,2
2422,6
2423,8
2424,1
2425,8
2426,6
2427,7
2428,4
2429,1
2430,9
2431,3
2432,4
2433,0
2434,9
2435,1
2436,1
2437,0
2438,1
2439,8
2440,1
2441,3
2442,9
2443,0
2444,2
2445,8
2446,5
2447,5
2448,0
2449,8
2450,8
2451,7
2452,7
2453,1
2454,9
2455,9
2456,0
2457,3
2458,4
2459,9
2460,6
2461,3
2462,0
2463,2
2464,4
2465,4
2466,7
2467,1
2468,4
2469,1
2470,9
2471,3
2472,8
2473,2
2474,0
2475,4
2476,7
2477,3
2478,2
2479,6
2480,7
2481,1
2482,5
2483,1
2484,1
2485,2
2486,4
2487,0
2488,0
2489,4
2490,8
2491,8
2492,5
2493,2
2494,5
2495,8
2496,5
2497,9
2498,0
2499,3
2500,2
2501,4
2502,8
2503,2
2504,0
2505,2
2506,4
2507,5
2508,1
2509,6
2510,8
2511,9
2512,1
2513,0
2514,3
2515,2
2516,6
2517,1
2518,1
2519,6
2520,0
2521,2
2522,9
2523,0
2524,0
2525,0
2526,8
2527,2
2528,4
2529,3
2530,2
2531,8
2532,2
2533,6
2534,7
2535,4
2536,6
2537,4
2538,3
2539,2
2540,0
2541,9
2542,8
2543,6
2544,4
2545,3
2546,0
2547,3
2548,0
2549,3
2550,0
2551,2
2552,9
2553,2
2554,1
2555,8
2556,4
2557,7
2558,9
2559,2
2560,7
2561,3
2562,1
2563,3
2564,7
2565,0
2566,3
2567,7
2568,2
2569,0
2570,2
2571,0
2572,7
2573,9
2574,1
2575,2
2576,0
2577,5
2578,6
2579,2
2580,3
2581,6
2582,2
2583,4
2584,9
2585,4
2586,5
2587,8
2588,9
2589,3
2590,7
2591,4
2592,2
2593,9
2594,4
2595,8
2596,6
2597,7
2598,0
2599,3
2600,8
2601,7
2602,1
2603,3
2604,1
2605,6
2606,5
2607,0
2608,6
2609,0
2610,1
2611,9
2612,6
2613,4
2614,0
2615,8
2616,8
2617,7
2618,4
2619,0
2620,9
2621,9
2622,6
2623,8
2624,0
2625,2
2626,4
2627,8
2628,4
2629,4
2630,1
2631,7
2632,1
2633,1
2634,9
2635,2
2636,2
2637,7
2638,6
2639,8
2640,0
2641,2
2642,0
2643,6
2644,0
2645,6
2646,9
2647,0
2648,3
2649,3
2650,7
2651,7
2652,9
2653,5
2654,0
2655,3
2656,8
2657,9
2658,8
2659,0
2660,1
2661,4
2662,6
2663,7
2664,9
2665,7
2666,7
2667,9
2668,7
2669,6
2670,2
2671,8
2672,2
2673,1
2674,4
2675,9
2676,7
2677,5
2678,8
2679,1
2680,2
2681,1
2682,1
2683,7
2684,1
2685,9
2686,3
2687,0
2688,1
2689,9
2690,9
2691,6
2692,0
2693,1
2694,8
2695,5
2696,0
2697,7
2698,4
2699,6
2700,6
2701,2
2702,9
2703,2
2704,1
2705,3
2706,5
2707,1
2708,9
2709,3
2710,8
2711,9
2712,3
2713,4
2714,1
2715,1
2716,8
2717,9
2718,9
2719,7
2720,5
2721,4
2722,1
2723,6
2724,0
2725,8
2726,2
2727,6
2728,0
2729,3
2730,0
2731,6
2732,8
2733,7
2734,2
2735,0
2736,3
2737,4
2738,7
2739,8
2740,4
2741,6
2742,2
2743,0
2744,5
2745,8
2746,2
2747,3
2748,3
2749,5
2750,1
2751,2
2752,1
2753,3
2754,8
2755,7
2756,2
2757,8
2758,2
2759,1
2760,0
2761,4
2762,4
2763,4
2764,2
2765,3
2766,6
2767,1
2768,4
2769,4
2770,1
2771,1
2772,6
2773,5
2774,7
2775,1
2776,5
2777,4
2778,1
2779,5
2780,9
2781,4
2782,3
2783,3
2784,3
2785,4
2786,0
2787,7
2788,4
2789,1
2790,3
2791,8
2792,1
2793,1
2794,6
2795,5
2796,7
2797,3
2798,9
2799,5
2800,4
2801,5
2802,6
2803,4
2804,3
2805,5
2806,7
2807,5
2808,9
2809,3
2810,8
2811,0
2812,8
2813,9
2814,6
2815,8
2816,5
2817,7
2818,9
2819,0
2820,9
2821,7
2822,2
2823,9
2824,1
2825,3
2826,8
2827,1
2828,4
2829,7
2830,3
2831,8
2832,1
2833,5
2834,7
2835,5
2836,0
2837,2
2838,7
2839,3
2840,1
2841,0
2842,1
2843,3
2844,2
2845,2
2846,2
2847,4
2848,0
2849,0
2850,4
2851,9
2852,5
2853,9
2854,1
2855,7
2856,0
2857,1
2858,4
2859,5
2860,8
2861,3
2862,0
2863,4
2864,0
2865,9
2866,6
2867,9
2868,0
2869,2
2870,0
2871,7
2872,3
2873,5
2874,6
2875,8
2876,2
2877,9
2878,1
2879,6
2880,1
2881,5
2882,1
2883,9
2884,1
2885,9
2886,5
2887,8
2888,9
2889,9
2890,6
2891,3
2892,8
2893,7
2894,9
2895,5
2896,3
2897,9
2898,3
2899,7
2900,1
2901,8
2902,7
2903,9
2904,3
2905,3
2906,9
2907,9
2908,0
2909,2
2910,3
2911,9
2912,4
2913,7
2914,6
2915,4
2916,3
2917,5
2918,1
2919,9
2920,7
2921,4
2922,4
2923,1
2924,5
2925,1
2926,0
2927,3
2928,9
2929,9
2930,1
2931,6
2932,5
2933,6
2934,4
2935,8
2936,3
2937,3
2938,3
2939,7
2940,9
2941,7
2942,5
2943,1
2944,2
2945,2
2946,0
2947,9
2948,9
2949,1
2950,5
2951,5
2952,7
2953,9
2954,4
2955,2
2956,1
2957,2
2958,8
2959,4
2960,0
2961,2
2962,8
2963,3
2964,2
2965,8
2966,8
2967,3
2968,4
2969,4
2970,1
2971,8
2972,1
2973,2
2974,0
2975,4
2976,4
2977,6
2978,9
2979,6
2980,1
2981,9
2982,0
2983,3
2984,5
2985,5
2986,5
2987,2
2988,8
2989,5
2990,8
2991,1
2992,6
2993,8
2994,9
2995,4
2996,4
2997,0
