,0
258,7
259,4
260,7
261,8
262,7
263,5
264,7
265,0
266,1
267,8
268,4
269,2
270,5
271,4
272,8
273,9
274,1
275,9
276,2
277,8
278,7
279,8
280,4
281,4
282,7
283,6
284,9
285,4
286,1
287,7
288,8
289,8
290,3
291,4
292,2
293,4
294,1
295,8
296,7
297,8
298,7
299,4
300,9
301,4
302,7
303,3
304,6
305,9
306,1
307,5
308,1
309,0
310,1
311,8
312,1
313,6
314,9
315,3
316,3
317,6
318,5
319,5
320,8
321,1
322,9
323,2
324,3
325,7
326,9
327,9
328,2
329,9
330,8
331,3
332,4
333,5
334,1
335,4
336,9
337,6
338,1
339,3
340,5
341,2
342,9
343,6
344,5
345,3
346,5
347,4
348,5
349,0
350,2
351,6
352,8
353,9
354,9
355,9
356,6
357,6
358,7
359,5
360,8
361,2
362,0
363,9
364,5
365,0
366,1
367,9
368,7
369,2
370,3
371,3
372,0
373,4
374,9
375,3
376,1
377,3
378,9
379,0
380,3
381,8
382,4
383,9
384,4
385,6
386,8
387,9
388,6
389,9
390,0
391,8
392,6
393,5
394,0
395,4
396,8
397,6
398,0
399,0
400,9
401,1
402,4
403,2
404,5
405,6
406,3
407,8
408,8
409,8
410,8
411,2
412,4
413,2
414,7
415,6
416,4
417,7
418,8
419,6
420,9
421,8
422,6
423,3
424,5
425,4
426,3
427,9
428,9
429,3
430,0
431,8
432,2
433,9
434,1
435,6
436,9
437,1
438,0
439,1
440,8
441,7
442,6
443,5
444,5
445,4
446,1
447,7
448,3
449,9
450,1
451,1
452,2
453,3
454,9
455,0
456,7
457,2
458,2
459,4
460,1
461,7
462,7
463,7
464,8
465,3
466,5
467,1
468,6
469,2
470,1
471,0
472,8
473,7
474,2
475,5
476,1
477,1
478,8
479,6
480,3
481,6
482,6
483,9
484,8
485,1
486,7
487,4
488,9
489,8
490,6
491,7
492,8
493,0
494,7
495,6
496,1
497,6
498,8
499,1
500,3
501,9
502,7
503,7
504,5
505,3
506,2
507,7
508,0
509,5
510,1
511,4
512,0
513,8
514,7
515,0
516,6
517,5
518,1
519,7
520,0
521,1
522,5
523,6
524,1
525,4
526,8
527,6
528,8
529,9
530,5
531,1
532,0
533,2
534,2
535,0
536,7
537,8
538,3
539,5
540,1
541,8
542,3
543,7
544,6
545,9
546,8
547,4
548,9
549,1
550,0
551,3
552,3
553,5
554,9
555,2
556,7
557,6
558,3
559,3
560,8
561,0
562,0
563,9
564,7
565,5
566,5
567,0
568,3
569,8
570,7
571,2
572,1
573,0
574,7
575,1
576,5
577,7
578,0
579,2
580,5
581,4
582,2
583,6
584,1
585,3
586,1
587,1
588,3
589,6
590,6
591,8
592,4
593,2
594,3
595,0
596,1
597,4
598,4
599,1
600,8
601,8
602,9
603,7
604,6
605,2
606,5
607,1
608,9
609,2
610,5
611,9
612,1
613,4
614,3
615,9
616,4
617,6
618,9
619,8
620,5
621,0
622,8
623,4
624,7
625,0
626,0
627,8
628,0
629,4
630,7
631,0
632,2
633,2
634,7
635,9
636,6
637,9
638,5
639,6
640,1
641,1
642,1
643,4
644,8
645,7
646,9
647,6
648,2
649,2
650,2
651,8
652,5
653,7
654,1
655,1
656,1
657,2
658,9
659,1
660,8
661,1
662,3
663,2
664,1
665,0
666,6
667,4
668,7
669,6
670,5
671,9
672,1
673,2
674,8
675,8
676,4
677,4
678,3
679,7
680,4
681,7
682,9
683,2
684,8
685,8
686,6
687,1
688,3
689,4
690,5
691,6
692,8
693,7
694,0
695,0
696,1
697,5
698,4
699,5
700,5
701,7
702,3
703,2
704,0
705,9
706,9
707,4
708,9
709,5
710,0
711,3
712,6
713,3
714,3
715,1
716,7
717,4
718,0
719,0
720,2
721,7
722,7
723,1
724,8
725,7
726,4
727,5
728,0
729,1
730,9
731,7
732,4
733,5
734,0
735,9
736,8
737,6
738,3
739,3
740,1
741,6
742,8
743,8
744,0
745,9
746,9
747,1
748,9
749,3
750,7
751,4
752,0
753,3
754,0
755,4
756,9
757,9
758,8
759,8
760,0
761,9
762,0
763,1
764,6
765,6
766,2
767,0
768,2
769,5
770,7
771,0
772,6
773,9
774,8
775,2
776,2
777,5
778,3
779,6
780,4
781,3
782,2
783,5
784,9
785,3
786,5
787,2
788,9
789,5
790,4
791,1
792,7
793,2
794,5
795,3
796,9
797,7
798,2
799,4
800,0
801,8
802,7
803,9
804,7
805,8
806,6
807,6
808,6
809,3
810,2
811,6
812,7
813,0
814,6
815,0
816,2
817,2
818,3
819,0
820,0
821,3
822,3
823,4
824,2
825,1
826,4
827,3
828,3
829,0
830,0
831,3
832,2
833,4
834,1
835,5
836,9
837,2
838,4
839,9
840,5
841,8
842,9
843,9
844,9
845,1
846,8
847,0
848,0
849,9
850,0
851,8
852,2
853,0
854,9
855,8
856,6
857,2
858,3
859,2
860,0
861,6
862,3
863,8
864,1
865,9
866,2
867,0
868,4
869,2
870,8
871,9
872,4
873,3
874,6
875,0
876,2
877,0
878,4
879,5
880,3
881,4
882,1
883,2
884,2
885,4
886,9
887,4
888,3
889,2
890,1
891,9
892,1
893,6
894,1
895,0
896,3
897,4
898,0
899,1
900,9
901,4
902,0
903,0
904,4
905,8
906,1
907,9
908,2
909,3
910,3
911,4
912,3
913,7
914,0
915,7
916,9
917,7
918,4
919,5
920,9
921,7
922,7
923,0
924,4
925,2
926,2
927,7
928,8
929,5
930,0
931,4
932,9
933,8
934,8
935,2
936,4
937,1
938,4
939,1
940,4
941,1
942,0
943,9
944,9
945,5
946,6
947,4
948,9
949,1
950,2
951,6
952,0
953,3
954,0
955,2
956,3
957,0
958,4
959,0
960,1
961,0
962,8
963,4
964,9
965,3
966,7
967,1
968,4
969,1
970,7
971,6
972,0
973,7
974,7
975,1
976,5
977,0
978,3
979,6
980,0
981,2
982,8
983,8
984,8
985,5
986,7
987,7
988,2
989,9
990,6
991,7
992,8
993,8
994,6
995,7
996,3
997,1
998,7
999,3
1000,1
1001,8
1002,0
1003,1
1004,0
1005,4
1006,3
1007,7
1008,2
1009,9
1010,7
1011,9
1012,3
1013,6
1014,2
1015,3
1016,4
1017,1
1018,3
1019,0
1020,9
1021,9
1022,2
1023,6
1024,4
1025,0
1026,0
1027,7
1028,5
1029,1
1030,8
1031,3
1032,8
1033,1
1034,6
1035,5
1036,8
1037,9
1038,2
1039,2
1040,0
1041,7
1042,1
1043,6
1044,7
1045,1
1046,6
1047,8
1048,4
1049,3
1050,5
1051,9
1052,1
1053,3
1054,5
1055,3
1056,1
1057,9
1058,2
1059,5
1060,8
1061,6
1062,3
1063,6
1064,0
1065,9
1066,2
1067,5
1068,1
1069,3
1070,7
1071,4
1072,4
1073,4
1074,8
1075,0
1076,6
1077,3
1078,1
1079,0
1080,4
1081,3
1082,6
1083,1
1084,7
1085,6
1086,2
1087,7
1088,1
1089,7
1090,0
1091,6
1092,9
1093,6
1094,5
1095,1
1096,3
1097,6
1098,8
1099,1
1100,9
1101,8
1102,6
1103,6
1104,9
1105,3
1106,6
1107,8
1108,2
1109,4
1110,0
1111,6
1112,1
1113,8
1114,5
1115,1
1116,4
1117,0
1118,9
1119,9
1120,9
1121,4
1122,8
1123,4
1124,1
1125,6
1126,4
1127,9
1128,1
1129,8
1130,9
1131,2
1132,3
1133,4
1134,6
1135,1
1136,0
1137,1
1138,6
1139,7
1140,9
1141,0
1142,0
1143,8
1144,1
1145,4
1146,2
1147,5
1148,2
1149,8
1150,4
1151,6
1152,9
1153,7
1154,1
1155,8
1156,3
1157,5
1158,4
1159,9
1160,3
1161,3
1162,5
1163,3
1164,0
1165,0
1166,5
1167,9
1168,2
1169,5
1170,3
1171,7
1172,6
1173,5
1174,9
1175,6
1176,5
1177,0
1178,2
1179,1
1180,3
1181,8
1182,5
1183,7
1184,7
1185,0
1186,7
1187,7
1188,1
1189,5
1190,6
1191,7
1192,0
1193,4
1194,3
1195,0
1196,0
1197,0
1198,0
1199,7
1200,6
1201,8
1202,8
1203,6
1204,7
1205,1
1206,3
1207,1
1208,0
1209,2
1210,3
1211,5
1212,1
1213,8
1214,5
1215,1
1216,7
1217,6
1218,3
1219,6
1220,6
1221,8
1222,3
1223,8
1224,5
1225,1
1226,5
1227,2
1228,6
1229,5
1230,1
1231,5
1232,8
1233,3
1234,5
1235,5
1236,3
1237,2
1238,3
1239,8
1240,5
1241,8
1242,6
1243,7
1244,0
1245,3
1246,8
1247,8
1248,4
1249,2
1250,6
1251,4
1252,5
1253,8
1254,3
1255,0
1256,5
1257,1
1258,1
1259,3
1260,0
1261,9
1262,6
1263,7
1264,8
1265,2
1266,5
1267,3
1268,6
1269,2
1270,0
1271,6
1272,5
1273,1
1274,2
1275,9
1276,9
1277,0
1278,2
1279,5
1280,5
1281,6
1282,1
1283,4
1284,1
1285,3
1286,1
1287,5
1288,5
1289,0
1290,1
1291,9
1292,3
1293,9
1294,5
1295,0
1296,7
1297,9
1298,8
1299,3
1300,0
1301,1
1302,3
1303,5
1304,8
1305,1
1306,8
1307,5
1308,7
1309,0
1310,9
1311,6
1312,4
1313,8
1314,3
1315,0
1316,6
1317,0
1318,4
1319,5
1320,8
1321,2
1322,1
1323,5
1324,4
1325,0
1326,1
1327,4
1328,1
1329,7
1330,3
1331,9
1332,2
1333,9
1334,1
1335,2
1336,1
1337,7
1338,6
1339,6
1340,1
1341,5
1342,9
1343,8
1344,9
1345,0
1346,2
1347,3
1348,1
1349,7
1350,6
1351,1
1352,5
1353,2
1354,7
1355,3
1356,2
1357,5
1358,9
1359,2
1360,4
1361,0
1362,5
1363,1
1364,5
1365,9
1366,1
1367,0
1368,9
1369,4
1370,5
1371,4
1372,8
1373,7
1374,1
1375,3
1376,3
1377,2
1378,4
1379,1
1380,1
1381,8
1382,0
1383,5
1384,2
1385,8
1386,9
1387,0
1388,9
1389,7
1390,0
1391,9
1392,9
1393,2
1394,7
1395,6
1396,1
1397,7
1398,1
1399,6
1400,0
1401,2
1402,9
1403,9
1404,9
1405,7
1406,8
1407,2
1408,4
1409,0
1410,9
1411,3
1412,8
1413,9
1414,4
1415,2
1416,0
1417,3
1418,3
1419,0
1420,3
1421,9
1422,4
1423,8
1424,5
1425,5
1426,6
1427,9
1428,6
1429,8
1430,4
1431,7
1432,6
1433,7
1434,4
1435,9
1436,4
1437,2
1438,1
1439,0
1440,8
1441,1
1442,3
1443,6
1444,0
1445,1
1446,9
1447,9
1448,6
1449,5
1450,5
1451,0
1452,7
1453,1
1454,3
1455,6
1456,7
1457,3
1458,3
1459,4
1460,8
1461,4
1462,7
1463,9
1464,1
1465,2
1466,9
1467,5
1468,7
1469,4
1470,3
1471,9
1472,3
1473,9
1474,5
1475,0
1476,7
1477,9
1478,2
1479,2
1480,1
1481,8
1482,3
1483,2
1484,7
1485,8
1486,7
1487,1
1488,2
1489,8
1490,7
1491,4
1492,8
1493,0
1494,9
1495,4
1496,0
1497,0
1498,3
1499,3
1500,4
1501,2
1502,0
1503,7
1504,6
1505,3
1506,2
1507,7
1508,4
1509,1
1510,2
1511,7
1512,4
1513,9
1514,2
1515,3
1516,2
1517,5
1518,8
1519,0
1520,8
1521,7
1522,9
1523,7
1524,1
1525,3
1526,5
1527,4
1528,2
1529,4
1530,7
1531,9
1532,9
1533,6
1534,4
1535,5
1536,4
1537,9
1538,1
1539,9
1540,6
1541,5
1542,6
1543,2
1544,8
1545,6
1546,8
1547,8
1548,8
1549,9
1550,6
1551,8
1552,8
1553,6
1554,4
1555,0
1556,2
1557,5
1558,1
1559,3
1560,8
1561,9
1562,8
1563,7
1564,7
1565,7
1566,8
1567,0
1568,7
1569,9
1570,5
1571,2
1572,3
1573,7
1574,4
1575,6
1576,4
1577,7
1578,2
1579,9
1580,6
1581,4
1582,0
1583,4
1584,6
1585,8
1586,8
1587,4
1588,9
1589,4
1590,4
1591,3
1592,6
1593,9
1594,0
1595,4
1596,1
1597,8
1598,5
1599,7
1600,8
1601,5
1602,2
1603,8
1604,8
1605,7
1606,0
1607,5
1608,0
1609,7
1610,2
1611,5
1612,4
1613,7
1614,8
1615,1
1616,5
1617,5
1618,3
1619,5
1620,2
1621,5
1622,0
1623,5
1624,6
1625,4
1626,7
1627,4
1628,1
1629,1
1630,9
1631,1
1632,9
1633,9
1634,4
1635,8
1636,4
1637,3
1638,7
1639,6
1640,2
1641,0
1642,1
1643,8
1644,9
1645,6
1646,7
1647,4
1648,5
1649,7
1650,5
1651,3
1652,1
1653,6
1654,0
1655,3
1656,2
1657,4
1658,5
1659,1
1660,8
1661,1
1662,1
1663,8
1664,5
1665,8
1666,5
1667,8
1668,5
1669,2
1670,7
1671,0
1672,1
1673,5
1674,1
1675,9
1676,0
1677,9
1678,9
1679,2
1680,0
1681,7
1682,3
1683,1
1684,3
1685,4
1686,7
1687,8
1688,0
1689,1
1690,2
1691,9
1692,3
1693,1
1694,6
1695,2
1696,0
1697,5
1698,0
1699,1
1700,6
1701,1
1702,9
1703,7
1704,7
1705,8
1706,6
1707,8
1708,4
1709,0
1710,7
1711,1
1712,0
1713,1
1714,3
1715,4
1716,9
1717,0
1718,9
1719,4
1720,5
1721,1
1722,6
1723,9
1724,4
1725,6
1726,6
1727,6
1728,1
1729,1
1730,3
1731,5
1732,8
1733,2
1734,4
1735,8
1736,8
1737,9
1738,8
1739,1
1740,1
1741,1
1742,8
1743,5
1744,5
1745,6
1746,5
1747,2
1748,2
1749,8
1750,7
1751,9
1752,8
1753,1
1754,9
1755,9
1756,0
1757,6
1758,6
1759,2
1760,3
1761,8
1762,3
1763,0
1764,0
1765,5
1766,0
1767,9
1768,2
1769,1
1770,3
1771,3
1772,3
1773,8
1774,8
1775,9
1776,9
1777,9
1778,5
1779,6
1780,7
1781,1
1782,7
1783,2
1784,7
1785,1
1786,6
1787,3
1788,5
1789,0
1790,7
1791,7
1792,6
1793,5
1794,1
1795,8
1796,1
1797,3
1798,4
1799,5
1800,8
1801,2
1802,4
1803,2
1804,8
1805,0
1806,4
1807,5
1808,1
1809,9
1810,7
1811,4
1812,2
1813,8
1814,8
1815,5
1816,8
1817,6
1818,8
1819,7
1820,4
1821,9
1822,7
1823,4
1824,4
1825,2
1826,6
1827,9
1828,1
1829,9
1830,9
1831,0
1832,6
1833,8
1834,3
1835,3
1836,6
1837,4
1838,6
1839,6
1840,8
1841,1
1842,9
1843,4
1844,3
1845,7
1846,2
1847,8
1848,5
1849,1
1850,2
1851,6
1852,8
1853,0
1854,0
1855,1
1856,7
1857,8
1858,4
1859,9
1860,6
1861,0
1862,7
1863,3
1864,9
1865,9
1866,2
1867,7
1868,4
1869,2
1870,0
1871,5
1872,2
1873,6
1874,4
1875,1
1876,7
1877,3
1878,0
1879,4
1880,8
1881,1
1882,6
1883,1
1884,4
1885,7
1886,2
1887,1
1888,0
1889,3
1890,3
1891,9
1892,0
1893,9
1894,6
1895,6
1896,0
1897,2
1898,8
1899,3
1900,0
1901,5
1902,8
1903,8
1904,5
1905,3
1906,5
1907,0
1908,8
1909,0
1910,7
1911,3
1912,3
1913,2
1914,5
1915,1
1916,3
1917,6
1918,5
1919,4
1920,7
1921,2
1922,2
1923,9
1924,0
1925,8
1926,8
1927,0
1928,5
1929,0
1930,8
1931,0
1932,4
1933,1
1934,6
1935,7
1936,7
1937,8
1938,5
1939,0
1940,2
1941,6
1942,4
1943,6
1944,8
1945,9
1946,6
1947,6
1948,4
1949,9
1950,4
1951,3
1952,7
1953,6
1954,3
1955,1
1956,7
1957,6
1958,1
1959,4
1960,9
1961,0
1962,6
1963,6
1964,3
1965,2
1966,0
1967,8
1968,4
1969,3
1970,8
1971,8
1972,1
1973,3
1974,3
1975,0
1976,6
1977,6
1978,8
1979,6
1980,2
1981,3
1982,3
1983,4
1984,2
1985,0
1986,6
1987,0
1988,2
1989,1
1990,9
1991,6
1992,6
1993,1
1994,7
1995,7
1996,0
1997,2
1998,9
1999,4
2000,1
2001,5
2002,0
2003,7
2004,5
2005,8
2006,5
2007,6
2008,1
2009,7
2010,0
2011,6
2012,6
2013,5
2014,9
2015,3
2016,6
2017,4
2018,2
2019,1
2020,1
2021,7
2022,8
2023,5
2024,9
2025,3
2026,3
2027,7
2028,6
2029,1
2030,5
2031,2
2032,1
2033,2
2034,5
2035,7
2036,0
2037,5
2038,2
2039,6
2040,5
2041,9
2042,1
2043,0
2044,5
2045,5
2046,2
2047,4
2048,6
2049,3
2050,0
2051,9
2052,4
2053,9
2054,4
2055,7
2056,0
2057,0
2058,4
2059,0
2060,9
2061,2
2062,7
2063,1
2064,1
2065,2
2066,1
2067,1
2068,6
2069,3
2070,3
2071,5
2072,8
2073,1
2074,8
2075,2
2076,0
2077,3
2078,8
2079,4
2080,1
2081,6
2082,8
2083,5
2084,8
2085,4
2086,3
2087,5
2088,8
2089,6
2090,7
2091,1
2092,6
2093,1
2094,9
2095,8
2096,4
2097,3
2098,9
2099,3
2100,1
2101,7
2102,8
2103,8
2104,3
2105,1
2106,7
2107,8
2108,6
2109,5
2110,4
2111,6
2112,0
2113,9
2114,2
2115,0
2116,0
2117,0
2118,2
2119,6
2120,7
2121,5
2122,1
2123,0
2124,0
2125,0
2126,9
2127,3
2128,8
2129,0
2130,4
2131,5
2132,9
2133,4
2134,2
2135,3
2136,2
2137,7
2138,2
2139,0
2140,2
2141,6
2142,2
2143,2
2144,8
2145,8
2146,8
2147,5
2148,7
2149,2
2150,2
2151,6
2152,2
2153,0
2154,2
2155,2
2156,1
2157,4
2158,3
2159,4
2160,1
2161,9
2162,7
2163,0
2164,5
2165,6
2166,5
2167,1
2168,8
2169,2
2170,5
2171,3
2172,9
2173,0
2174,6
2175,6
2176,9
2177,2
2178,1
2179,0
2180,4
2181,8
2182,4
2183,5
2184,7
2185,9
2186,2
2187,2
2188,2
2189,1
2190,1
2191,4
2192,4
2193,7
2194,8
2195,6
2196,8
2197,6
2198,5
2199,5
2200,8
2201,1
2202,8
2203,2
2204,9
2205,1
2206,9
2207,7
2208,2
2209,4
2210,4
2211,4
2212,4
2213,9
2214,3
2215,5
2216,5
2217,5
2218,5
2219,5
2220,2
2221,7
2222,0
2223,0
2224,1
2225,3
2226,5
2227,3
2228,0
2229,0
2230,0
2231,3
2232,1
2233,4
2234,0
2235,2
2236,6
2237,9
2238,7
2239,6
2240,9
2241,6
2242,6
2243,2
2244,5
2245,2
2246,2
2247,4
2248,1
2249,9
2250,2
2251,7
2252,2
2253,5
2254,9
2255,4
2256,6
2257,2
2258,7
2259,6
2260,8
2261,9
2262,1
2263,8
2264,8
2265,0
2266,2
2267,4
2268,9
2269,8
2270,1
2271,7
2272,1
2273,9
2274,9
2275,2
2276,1
2277,5
2278,5
2279,2
2280,7
2281,6
2282,3
2283,0
2284,5
2285,0
2286,6
2287,6
2288,3
2289,0
2290,0
2291,3
2292,6
2293,8
2294,8
2295,0
2296,8
2297,6
2298,4
2299,5
2300,8
2301,1
2302,5
2303,0
2304,6
2305,6
2306,9
2307,5
2308,1
2309,6
2310,4
2311,3
2312,0
2313,7
2314,2
2315,5
2316,5
2317,8
2318,7
2319,5
2320,6
2321,9
2322,0
2323,1
2324,9
2325,2
2326,9
2327,3
2328,2
2329,4
2330,8
2331,7
2332,6
2333,2
2334,8
2335,0
2336,4
2337,1
2338,8
2339,2
2340,1
2341,3
2342,4
2343,1
2344,7
2345,7
2346,2
2347,9
2348,3
2349,8
2350,6
2351,3
2352,2
2353,2
2354,6
2355,3
2356,5
2357,7
2358,1
2359,1
2360,1
2361,7
2362,7
2363,8
2364,2
2365,9
2366,7
2367,3
2368,1
2369,5
2370,6
2371,4
2372,4
2373,4
2374,1
2375,9
2376,0
2377,8
2378,4
2379,1
2380,4
2381,6
2382,2
2383,3
2384,8
2385,6
2386,7
2387,4
2388,2
2389,5
2390,9
2391,0
2392,0
2393,0
2394,8
2395,6
2396,5
2397,2
2398,3
2399,0
2400,4
2401,8
2402,5
2403,4
2404,8
2405,6
2406,7
2407,6
2408,1
2409,4
2410,0
2411,1
2412,6
2413,1
2414,4
2415,4
2416,6
2417,1
2418,1
2419,4
2420,4
2421,5
2422,7
2423,5
2424,4
2425,2
2426,5
2427,1
2428,0
2429,6
2430,7
2431,1
2432,1
2433,4
2434,4
2435,0
2436,5
2437,6
2438,0
2439,8
2440,2
2441,7
2442,4
2443,9
2444,9
2445,0
2446,2
2447,2
2448,5
2449,3
2450,0
2451,3
2452,1
2453,0
2454,1
2455,1
2456,2
2457,8
2458,3
2459,6
2460,8
2461,6
2462,2
2463,0
2464,2
2465,9
2466,7
2467,3
2468,3
2469,8
2470,5
2471,0
2472,6
2473,6
2474,5
2475,8
2476,3
2477,2
2478,7
2479,3
2480,5
2481,7
2482,7
2483,5
2484,8
2485,1
2486,1
2487,6
2488,0
2489,5
2490,7
2491,5
2492,9
2493,5
2494,0
2495,4
2496,3
2497,7
2498,2
2499,3
2500,5
2501,4
2502,5
2503,1
2504,1
2505,9
2506,4
2507,8
2508,3
2509,7
2510,5
2511,0
2512,4
2513,4
2514,7
2515,8
2516,4
2517,8
2518,1
2519,1
2520,0
2521,5
2522,6
2523,7
2524,9
2525,5
2526,6
2527,9
2528,0
2529,6
2530,0
2531,2
2532,1
2533,7
2534,9
2535,0
2536,3
2537,2
2538,8
2539,7
2540,2
2541,1
2542,3
2543,9
2544,9
2545,0
2546,7
2547,6
2548,1
2549,3
2550,7
2551,2
2552,3
2553,6
2554,4
2555,1
2556,1
2557,7
2558,4
2559,4
2560,5
2561,3
2562,2
2563,8
2564,9
2565,6
2566,6
2567,5
2568,4
2569,0
2570,6
2571,7
2572,3
2573,5
2574,2
2575,8
2576,1
2577,9
2578,0
2579,5
2580,3
2581,3
2582,9
2583,2
2584,9
2585,1
2586,7
2587,4
2588,5
2589,0
2590,5
2591,1
2592,9
2593,1
2594,1
2595,9
2596,9
2597,4
2598,6
2599,6
2600,1
2601,4
2602,5
2603,4
2604,8
2605,7
2606,6
2607,1
2608,1
2609,2
2610,4
2611,6
2612,2
2613,9
2614,9
2615,5
2616,3
2617,6
2618,4
2619,8
2620,3
2621,8
2622,2
2623,2
2624,1
2625,5
2626,8
2627,7
2628,5
2629,2
2630,8
2631,0
2632,7
2633,2
2634,5
2635,5
2636,6
2637,4
2638,8
2639,7
2640,3
2641,8
2642,2
2643,1
2644,3
2645,9
2646,1
2647,0
2648,4
2649,0
2650,6
2651,5
2652,5
2653,0
2654,0
2655,6
2656,7
2657,7
2658,1
2659,8
2660,7
2661,5
2662,6
2663,6
2664,8
2665,1
2666,2
2667,9
2668,8
2669,0
2670,5
2671,9
2672,1
2673,3
2674,7
2675,4
2676,6
2677,9
2678,3
2679,0
2680,0
2681,7
2682,8
2683,0
2684,8
2685,3
2686,0
2687,8
2688,8
2689,1
2690,1
2691,4
2692,0
2693,9
2694,0
2695,9
2696,5
2697,3
2698,0
2699,1
2700,7
2701,1
2702,1
2703,4
2704,4
2705,0
2706,4
2707,1
2708,7
2709,1
2710,5
2711,5
2712,4
2713,8
2714,6
2715,8
2716,3
2717,3
2718,1
2719,1
2720,8
2721,0
2722,9
2723,8
2724,2
2725,7
2726,2
2727,9
2728,8
2729,9
2730,5
2731,4
2732,8
2733,2
2734,8
2735,3
2736,2
2737,6
2738,3
2739,9
2740,1
2741,1
2742,2
2743,5
2744,9
2745,1
2746,7
2747,2
2748,7
2749,9
2750,1
2751,2
2752,9
2753,7
2754,5
2755,5
2756,5
2757,7
2758,4
2759,3
2760,5
2761,2
2762,7
2763,8
2764,0
2765,5
2766,1
2767,4
2768,8
2769,2
2770,3
2771,1
2772,8
2773,2
2774,4
2775,7
2776,7
2777,7
2778,3
2779,3
2780,2
2781,9
2782,2
2783,7
2784,6
2785,1
2786,9
2787,9
2788,2
2789,3
2790,2
2791,5
2792,8
2793,1
2794,6
2795,3
2796,0
2797,9
2798,1
2799,2
2800,6
2801,3
2802,5
2803,8
2804,4
2805,2
2806,6
2807,1
2808,6
2809,1
2810,0
2811,4
2812,9
2813,0
2814,1
2815,4
2816,1
2817,2
2818,1
2819,6
2820,0
2821,7
2822,6
2823,1
2824,0
2825,0
2826,1
2827,8
2828,3
2829,0
2830,6
2831,7
2832,0
2833,3
2834,2
2835,0
2836,1
2837,7
2838,8
2839,4
2840,4
2841,6
2842,1
2843,6
2844,2
2845,3
2846,0
2847,3
2848,9
2849,9
2850,8
2851,7
2852,5
2853,8
2854,0
2855,1
2856,0
2857,0
2858,0
2859,5
2860,6
2861,2
2862,7
2863,5
2864,3
2865,8
2866,8
2867,1
2868,9
2869,2
2870,3
2871,4
2872,0
2873,5
2874,3
2875,8
2876,3
2877,6
2878,8
2879,9
2880,3
2881,4
2882,8
2883,9
2884,4
2885,3
2886,2
2887,9
2888,2
2889,3
2890,7
2891,3
2892,7
2893,7
2894,7
2895,0
2896,4
2897,9
2898,5
2899,2
2900,3
2901,6
2902,6
2903,7
2904,5
2905,3
2906,9
2907,7
2908,1
2909,4
2910,9
2911,0
2912,9
2913,9
2914,8
2915,0
2916,0
2917,2
2918,9
2919,2
2920,3
2921,9
2922,2
2923,4
2924,9
2925,2
2926,1
2927,9
2928,7
2929,6
2930,9
2931,1
2932,9
2933,6
2934,4
2935,7
2936,7
2937,7
2938,2
2939,7
2940,6
2941,2
2942,9
2943,6
2944,6
2945,7
2946,3
2947,9
2948,8
2949,3
2950,0
2951,9
2952,2
2953,8
2954,0
2955,3
2956,1
2957,9
2958,5
2959,2
2960,8
2961,9
2962,4
2963,4
2964,1
2965,0
2966,9
2967,1
2968,9
2969,7
2970,4
2971,5
2972,4
2973,3
2974,8
2975,5
2976,7
2977,0
2978,1
2979,4
2980,1
2981,8
2982,1
2983,6
2984,6
2985,9
2986,4
2987,8
2988,8
2989,1
2990,2
2991,2
2992,7
2993,8
2994,0
2995,2
2996,0
2997,4
